from-to,score,userA_id,userB_id,has_common_skills,n_common_skills,has_common_schools,n_common_schools,has_common_industry,n_common_industry,has_common_company,n_common_company
806601-4521,1.0,806601,4521,1,1,0,0,1,1,1,-2
4738745-819757,2.0,4738745,819757,0,-1,0,0,1,1,0,0
6330160-6330290,1.0,6330160,6330290,0,-1,0,0,1,1,0,0
1912141-377495,3.0,1912141,377495,1,2,0,0,1,2,1,-2
6334096-6294860,3.0,6334096,6294860,0,-1,0,-1,1,1,1,-2
137599-2344523,3.0,137599,2344523,1,2,0,-1,1,1,1,-2
6268622-6269426,1.0,6268622,6269426,0,-1,0,-1,0,0,1,-2
507460-25759,0.0,507460,25759,1,2,1,1,1,1,0,0
6273699-22390,2.0,6273699,22390,0,-1,0,0,0,0,0,0
270504-71077,2.0,270504,71077,0,-1,0,0,1,1,1,-2
31100-1303687,0.0,31100,1303687,1,1,0,-1,1,1,1,-2
6295393-135772,0.0,6295393,135772,0,-1,0,0,1,1,1,-2
17973-130929,1.0,17973,130929,1,3,0,-1,0,0,0,0
916500-6302868,1.0,916500,6302868,0,0,0,0,0,0,1,-2
6290063-6305683,1.0,6290063,6305683,0,-1,0,0,0,0,0,0
5118735-4756120,0.0,5118735,4756120,0,-1,1,-2,1,1,1,-2
1038533-17378,3.0,1038533,17378,0,0,0,0,1,1,1,1
6320548-6307384,0.0,6320548,6307384,0,-1,0,0,1,1,1,-2
6319903-4514909,0.0,6319903,4514909,0,-1,1,-2,1,1,1,-2
6272194-715755,3.0,6272194,715755,0,-1,0,-1,1,1,1,-2
6191215-76800,2.0,6191215,76800,1,4,0,-1,0,0,0,0
857912-154636,1.0,857912,154636,0,-1,0,-1,0,0,1,-2
18100-6278517,2.0,18100,6278517,1,3,1,-2,1,1,0,0
39391-6272623,3.0,39391,6272623,1,2,0,0,1,1,1,-2
2499521-6299303,2.0,2499521,6299303,1,1,0,0,1,1,1,-2
18561-41,3.0,18561,41,0,-1,0,0,0,0,0,0
156356-1270616,0.0,156356,1270616,0,-1,0,0,1,1,1,-2
1308022-46409,3.0,1308022,46409,1,1,1,-2,0,0,1,-2
6338298-83868,3.0,6338298,83868,0,-1,0,-1,1,1,1,-2
6306290-6304565,3.0,6306290,6304565,1,4,1,-2,1,2,0,0
144466-3719335,2.0,144466,3719335,1,3,0,-1,0,0,0,0
1264585-18327,2.0,1264585,18327,0,-1,0,0,1,1,0,0
22158-16521,1.0,22158,16521,1,2,0,0,0,0,0,0
29461-1971117,0.0,29461,1971117,1,-2,0,0,1,2,1,-2
26715-77808,1.0,26715,77808,1,1,0,-1,1,1,0,0
6283687-6272423,3.0,6283687,6272423,0,0,0,0,0,0,1,-2
1912141-3614222,2.0,1912141,3614222,1,2,0,0,1,1,1,-2
36753-17775,1.0,36753,17775,1,2,0,-1,0,0,1,-2
6302360-6294000,3.0,6302360,6294000,1,2,0,0,0,0,0,0
6284481-6289787,1.0,6284481,6289787,0,0,0,-1,0,0,0,0
6305845-26275,0.0,6305845,26275,0,0,0,0,1,1,0,0
6202263-249870,3.0,6202263,249870,0,0,0,0,1,2,1,-2
784979-931133,2.0,784979,931133,0,0,0,0,1,1,1,-2
312077-836686,2.0,312077,836686,0,-1,0,0,1,1,1,-2
50881-38186,2.0,50881,38186,0,0,1,-2,1,1,1,-2
6307232-6307926,3.0,6307232,6307926,1,3,0,-1,0,0,0,0
1819343-1861398,2.0,1819343,1861398,1,1,0,-1,0,0,0,0
180562-6271,3.0,180562,6271,1,2,0,-1,0,0,1,-2
172457-2069938,0.0,172457,2069938,1,2,0,0,0,-1,0,-1
39551-1142636,0.0,39551,1142636,0,0,0,0,1,1,1,-2
6317325-81665,0.0,6317325,81665,1,1,0,0,1,2,0,0
3479056-108299,1.0,3479056,108299,0,-1,0,0,1,1,1,-2
6286559-1343216,3.0,6286559,1343216,0,-1,1,-2,0,0,1,-2
6274106-6274094,1.0,6274106,6274094,0,-1,0,0,1,1,1,-2
108172-6270391,3.0,108172,6270391,0,-1,1,1,1,1,1,-2
25185-6269471,3.0,25185,6269471,1,2,0,-1,1,1,1,-2
1457499-6327044,1.0,1457499,6327044,0,-1,0,0,1,1,1,-2
1404665-782995,2.0,1404665,782995,0,0,0,-1,0,0,0,0
5472370-5474039,0.0,5472370,5474039,0,0,0,0,1,1,1,-2
1282401-1376140,2.0,1282401,1376140,0,-1,0,-1,1,1,1,-2
2791-862186,2.0,2791,862186,0,0,0,0,1,1,1,-2
6303434-6301911,3.0,6303434,6301911,0,-1,0,0,1,1,1,-2
6291199-1014721,3.0,6291199,1014721,1,2,0,-1,1,1,0,0
1319863-1912141,2.0,1319863,1912141,0,0,0,0,1,1,0,0
6269528-6270899,3.0,6269528,6270899,0,-1,0,0,1,1,1,-2
2990055-852790,0.0,2990055,852790,0,-1,0,0,0,0,1,-2
1054588-26004,2.0,1054588,26004,1,2,1,-2,1,1,1,-2
6292038-2991984,1.0,6292038,2991984,0,0,0,0,0,0,0,0
21173-4518769,0.0,21173,4518769,0,0,0,0,1,1,0,0
6337640-6336488,2.0,6337640,6336488,1,1,0,0,0,0,0,0
6293796-6311026,0.0,6293796,6311026,0,-1,0,0,0,0,0,0
17397-2631,2.0,17397,2631,0,0,1,-2,0,0,0,0
6295018-2444284,1.0,6295018,2444284,0,0,0,0,0,0,0,0
6279804-6330598,2.0,6279804,6330598,0,-1,0,0,1,1,1,-2
1430882-6270320,2.0,1430882,6270320,0,-1,0,0,1,1,1,-2
6286559-6277026,3.0,6286559,6277026,0,-1,1,-2,1,1,1,-2
58306-2833649,0.0,58306,2833649,0,-1,0,-1,1,1,0,0
153921-6271584,2.0,153921,6271584,1,1,1,-2,1,1,1,-2
258623-6303268,1.0,258623,6303268,0,-1,0,0,0,0,0,0
1170963-1054215,2.0,1170963,1054215,0,-1,0,-1,1,1,1,-2
1828328-819450,0.0,1828328,819450,0,-1,0,0,0,0,1,-2
6306554-50221,3.0,6306554,50221,0,-1,0,0,1,1,0,0
6272106-21505,0.0,6272106,21505,0,-1,1,-2,1,1,0,0
38186-27573,1.0,38186,27573,1,1,1,-2,1,1,1,-2
771215-837110,3.0,771215,837110,1,1,0,0,1,1,0,0
1430882-5847529,2.0,1430882,5847529,0,-1,0,0,1,1,1,-2
225457-14851,0.0,225457,14851,1,1,0,0,1,2,0,0
102902-370256,0.0,102902,370256,1,1,0,0,1,1,1,-2
6274312-27063,1.0,6274312,27063,0,-1,0,-1,1,1,1,-2
4443839-28572,1.0,4443839,28572,1,1,0,0,1,1,1,-2
3602675-6296487,3.0,3602675,6296487,0,-1,0,0,1,1,1,-2
41869-1044966,0.0,41869,1044966,0,0,0,0,1,1,1,-2
6269354-26349,0.0,6269354,26349,0,-1,1,-2,1,1,1,-2
49343-4511966,0.0,49343,4511966,1,1,0,0,0,0,1,-2
6336417-6292270,3.0,6336417,6292270,0,-1,0,0,1,1,0,0
1443765-23215,1.0,1443765,23215,0,0,0,0,1,1,0,0
1106613-24009,3.0,1106613,24009,0,-1,0,-1,1,2,1,-2
99471-6331050,3.0,99471,6331050,1,3,0,0,1,1,1,-2
19019-4600007,0.0,19019,4600007,0,-1,0,-1,1,1,0,0
6333302-6337797,0.0,6333302,6337797,0,0,0,-1,0,-1,0,-1
17665-26715,2.0,17665,26715,0,0,0,-1,1,1,1,-2
44814-6268622,2.0,44814,6268622,0,-1,0,0,1,1,0,0
2084902-6191088,2.0,2084902,6191088,0,0,0,-1,0,0,0,0
3244257-6275617,1.0,3244257,6275617,0,0,0,0,1,1,1,-2
6269125-1446758,1.0,6269125,1446758,1,2,0,-1,1,2,0,0
33863-15811,2.0,33863,15811,0,-1,0,0,1,1,0,0
6313346-6323761,3.0,6313346,6323761,0,-1,0,-1,1,1,1,-2
3904014-6325143,2.0,3904014,6325143,0,0,0,0,0,0,0,0
6284254-4467026,0.0,6284254,4467026,0,0,0,-1,1,2,1,1
1046194-1737998,0.0,1046194,1737998,0,-1,0,0,1,1,1,-2
6282790-47313,1.0,6282790,47313,0,-1,0,0,1,1,0,0
1060426-6285432,1.0,1060426,6285432,1,1,0,0,1,2,1,-2
332000-6303048,2.0,332000,6303048,1,2,0,0,1,1,0,0
6289293-2421090,3.0,6289293,2421090,1,1,0,0,1,1,1,-2
6273176-26996,1.0,6273176,26996,0,0,0,-1,0,0,0,0
6334064-6334104,1.0,6334064,6334104,0,0,0,0,0,0,1,-2
18049-96062,2.0,18049,96062,1,1,0,0,1,1,0,0
6291897-230087,0.0,6291897,230087,0,-1,0,0,0,0,0,0
6269960-6275512,1.0,6269960,6275512,0,-1,0,0,1,1,0,0
1419874-1915279,1.0,1419874,1915279,0,-1,0,-1,1,2,1,-2
4100280-156533,2.0,4100280,156533,1,1,1,-2,0,0,0,0
39391-1366808,2.0,39391,1366808,0,0,1,-2,1,1,0,0
1728287-504018,3.0,1728287,504018,0,0,0,0,1,1,0,0
31105-30569,2.0,31105,30569,0,0,0,-1,0,0,0,0
6270982-25215,3.0,6270982,25215,0,-1,0,-1,0,-1,0,-1
6307428-792891,0.0,6307428,792891,0,0,0,0,1,1,1,-2
2951-4600042,3.0,2951,4600042,1,3,0,-1,1,1,0,0
6301875-6331050,3.0,6301875,6331050,0,-1,0,-1,0,0,1,-2
6306800-6299677,3.0,6306800,6299677,1,2,1,-2,1,1,1,-2
6318545-6334352,3.0,6318545,6334352,0,0,0,0,0,0,0,0
23191-2962690,0.0,23191,2962690,1,2,0,0,1,1,0,0
6269568-2084902,0.0,6269568,2084902,0,-1,0,-1,0,0,0,0
6284637-2419226,1.0,6284637,2419226,1,1,0,0,1,1,1,-2
6307307-6308393,0.0,6307307,6308393,0,0,0,0,1,1,0,0
50369-47744,0.0,50369,47744,1,1,1,-2,1,1,1,-2
6310516-6326582,2.0,6310516,6326582,1,1,0,0,0,0,0,0
6303702-6313327,1.0,6303702,6313327,1,2,0,0,0,0,0,0
6291331-6303082,2.0,6291331,6303082,0,-1,0,0,1,1,0,0
3836002-2108619,1.0,3836002,2108619,0,0,0,0,1,1,0,0
137599-48745,0.0,137599,48745,0,-1,0,-1,1,3,1,-2
6345243-1147695,3.0,6345243,1147695,0,-1,0,-1,1,1,1,-2
6295949-6282855,2.0,6295949,6282855,0,-1,0,0,1,2,1,-2
264602-6303929,3.0,264602,6303929,0,-1,0,-1,0,0,0,0
17613-4405819,0.0,17613,4405819,0,-1,0,0,1,1,0,0
36897-2484141,2.0,36897,2484141,0,-1,1,-2,1,1,1,-2
6276505-5449092,3.0,6276505,5449092,0,-1,0,-1,0,0,1,-2
16031-17399,0.0,16031,17399,0,-1,0,0,1,2,1,-2
2198650-2099429,2.0,2198650,2099429,0,-1,1,-2,1,1,1,-2
168277-1049150,0.0,168277,1049150,0,-1,0,-1,1,1,0,0
3612093-1691403,0.0,3612093,1691403,0,-1,0,0,0,0,0,0
6337526-6336712,0.0,6337526,6336712,0,-1,0,0,1,1,0,0
6323597-6319279,1.0,6323597,6319279,0,-1,0,0,0,0,0,0
6283615-1313854,3.0,6283615,1313854,0,0,1,-2,0,0,1,-2
6293717-6298771,1.0,6293717,6298771,0,0,0,0,1,1,0,0
6284375-6285930,3.0,6284375,6285930,0,0,0,0,1,1,1,-2
4331041-6331050,3.0,4331041,6331050,1,2,0,0,1,2,1,-2
18161-599340,3.0,18161,599340,1,2,1,-2,1,1,1,-2
1411-6269106,2.0,1411,6269106,0,-1,0,0,0,0,0,0
561589-36426,0.0,561589,36426,0,0,0,0,1,2,1,-2
160080-30110,0.0,160080,30110,0,0,0,-1,0,0,1,-2
6293481-6322186,1.0,6293481,6322186,0,-1,0,0,0,0,0,0
1210099-35244,3.0,1210099,35244,1,2,0,0,1,2,1,-2
1443601-1062871,3.0,1443601,1062871,0,0,0,0,0,-1,0,-1
52831-44357,3.0,52831,44357,0,-1,0,0,1,1,1,-2
88852-97082,2.0,88852,97082,0,0,0,0,1,1,1,-2
6273719-6286827,0.0,6273719,6286827,0,-1,0,0,0,0,0,0
1069402-27035,3.0,1069402,27035,1,1,0,0,1,1,1,-2
6269529-29539,0.0,6269529,29539,0,0,0,0,1,1,0,0
95297-70702,1.0,95297,70702,1,2,0,0,1,2,1,-2
6283125-6277875,3.0,6283125,6277875,1,1,0,0,1,1,1,-2
6273976-5920891,0.0,6273976,5920891,0,-1,0,0,1,1,0,0
115580-73623,0.0,115580,73623,0,-1,0,0,1,1,1,-2
2811-22870,2.0,2811,22870,0,-1,1,-2,1,1,1,1
6313488-6296726,3.0,6313488,6296726,0,0,0,0,0,0,1,-2
5885415-2325087,3.0,5885415,2325087,0,-1,0,0,0,0,0,0
144466-96794,2.0,144466,96794,1,2,0,-1,1,1,1,-2
680630-3207280,0.0,680630,3207280,0,-1,1,-2,1,1,1,-2
6271623-172871,3.0,6271623,172871,0,-1,1,-2,1,1,1,-2
6332865-6274106,3.0,6332865,6274106,0,-1,0,0,1,1,1,-2
6340859-6334100,2.0,6340859,6334100,1,-2,0,0,1,1,1,-2
2112700-24009,2.0,2112700,24009,0,-1,0,-1,1,1,1,-2
6269712-2544668,3.0,6269712,2544668,0,-1,0,0,1,1,1,-2
6231809-47603,1.0,6231809,47603,1,4,0,-1,1,1,1,-2
229471-6269184,1.0,229471,6269184,0,0,0,-1,0,0,0,0
817258-1722302,0.0,817258,1722302,1,2,0,0,1,1,0,0
6298901-6297847,1.0,6298901,6297847,0,-1,0,0,1,1,0,0
6289689-829541,0.0,6289689,829541,1,1,0,-1,1,1,1,-2
6276807-6335384,2.0,6276807,6335384,1,1,0,0,0,0,1,-2
6201185-2129871,1.0,6201185,2129871,0,0,1,-2,1,1,1,-2
1990499-3753450,3.0,1990499,3753450,0,-1,0,0,1,1,1,-2
844444-825431,3.0,844444,825431,0,-1,0,-1,0,0,1,-2
1248439-246679,1.0,1248439,246679,1,-2,1,-2,1,1,1,-2
6284527-6281660,1.0,6284527,6281660,0,0,0,0,0,0,1,-2
6270173-70856,1.0,6270173,70856,0,0,0,0,1,1,0,0
83327-1449481,2.0,83327,1449481,0,-1,0,0,1,1,1,-2
6274706-2099429,3.0,6274706,2099429,0,-1,0,0,1,1,1,-2
6280475-6273404,1.0,6280475,6273404,0,0,0,0,1,2,1,-2
2668239-5043344,0.0,2668239,5043344,0,-1,0,0,1,1,1,-2
1105309-854406,1.0,1105309,854406,1,1,0,0,1,1,1,-2
1170963-6307268,1.0,1170963,6307268,0,-1,0,-1,1,1,1,-2
236564-4619366,0.0,236564,4619366,0,-1,0,-1,1,1,0,0
6308655-6312600,1.0,6308655,6312600,0,-1,0,0,0,0,0,0
6269196-24094,0.0,6269196,24094,0,0,0,0,1,1,1,-2
6293536-6333189,3.0,6293536,6333189,1,1,0,0,1,1,1,-2
1036386-17449,3.0,1036386,17449,0,0,0,0,1,1,1,-2
144466-2962690,2.0,144466,2962690,1,2,0,-1,1,1,1,-2
2413120-6275477,2.0,2413120,6275477,0,-1,0,0,1,1,0,0
6316145-6304189,2.0,6316145,6304189,0,0,0,0,1,1,1,-2
6308152-6307420,2.0,6308152,6307420,0,-1,0,0,0,0,1,-2
6274959-6272616,2.0,6274959,6272616,1,1,0,0,0,0,1,-2
22644-6270211,3.0,22644,6270211,0,-1,0,0,1,1,1,-2
1436981-243760,3.0,1436981,243760,0,0,0,0,1,1,1,-2
19608-870462,0.0,19608,870462,1,2,0,0,1,1,0,0
6326656-6323039,3.0,6326656,6323039,1,2,0,0,0,0,1,-2
2366489-92121,1.0,2366489,92121,1,2,0,0,1,1,1,1
9171-26415,2.0,9171,26415,0,0,0,0,1,1,0,0
6339957-6340989,0.0,6339957,6340989,0,0,0,0,1,1,0,0
6289174-6306743,0.0,6289174,6306743,0,0,0,-1,1,1,1,-2
6339983-5920891,3.0,6339983,5920891,0,0,0,-1,0,0,0,0
144466-6300043,2.0,144466,6300043,1,1,0,-1,1,1,1,-2
6317740-150529,1.0,6317740,150529,0,-1,0,-1,0,0,1,-2
6313292-6295276,3.0,6313292,6295276,0,0,0,0,0,0,0,0
150529-703982,3.0,150529,703982,1,-2,0,-1,0,0,1,-2
6297387-6291663,0.0,6297387,6291663,1,1,0,0,1,2,1,-2
5474039-1715806,1.0,5474039,1715806,1,2,0,0,1,1,1,-2
6296122-1036841,0.0,6296122,1036841,0,-1,1,-2,0,0,1,-2
26506-98192,3.0,26506,98192,0,0,0,-1,1,1,1,1
6259639-5551,1.0,6259639,5551,0,-1,1,-2,1,1,0,0
1676649-6272561,1.0,1676649,6272561,0,-1,0,0,0,0,1,-2
6270270-88980,1.0,6270270,88980,1,2,0,0,1,1,0,0
77725-1197332,2.0,77725,1197332,1,2,0,-1,1,1,0,0
226495-3771118,3.0,226495,3771118,0,-1,1,-2,1,1,1,-2
6331050-6331260,2.0,6331050,6331260,0,-1,0,0,1,1,0,0
6270812-229471,3.0,6270812,229471,0,0,0,-1,1,1,0,0
6194500-232769,2.0,6194500,232769,1,1,1,-2,1,1,1,-2
1803252-81434,2.0,1803252,81434,0,0,0,0,1,1,1,-2
133296-6304852,3.0,133296,6304852,0,-1,0,0,0,0,1,-2
6275047-57905,1.0,6275047,57905,0,-1,0,0,0,0,0,0
4569246-1038798,3.0,4569246,1038798,0,-1,0,0,0,0,0,0
240261-6273717,3.0,240261,6273717,0,-1,0,0,1,1,0,0
144466-6307503,2.0,144466,6307503,0,0,0,-1,0,0,1,-2
6268818-2313115,1.0,6268818,2313115,0,0,0,0,1,1,1,-2
3429502-1210752,0.0,3429502,1210752,0,0,0,0,1,1,1,-2
5216934-25325,2.0,5216934,25325,0,-1,0,0,0,0,1,-2
46898-2626823,2.0,46898,2626823,1,1,0,0,1,1,0,0
6331050-6303455,2.0,6331050,6303455,1,2,0,0,1,1,1,-2
144466-1351465,2.0,144466,1351465,0,-1,0,-1,1,1,0,0
1331375-1054215,2.0,1331375,1054215,0,-1,1,-2,1,1,1,-2
48591-1313689,0.0,48591,1313689,0,0,0,0,1,1,1,-2
6286465-52459,1.0,6286465,52459,1,6,0,-1,0,-1,0,-1
6325829-232934,0.0,6325829,232934,0,-1,0,0,0,0,0,0
6288864-6298301,0.0,6288864,6298301,1,1,0,0,0,0,1,-2
1255025-6288970,1.0,1255025,6288970,0,-1,0,0,0,0,0,0
2035785-2585207,1.0,2035785,2585207,0,-1,1,-2,0,0,0,0
1281718-6191967,1.0,1281718,6191967,1,-2,1,1,1,1,0,0
1912141-6270568,2.0,1912141,6270568,1,3,0,0,1,1,1,-2
6310219-6326280,3.0,6310219,6326280,0,-1,0,0,1,1,0,0
48809-852328,3.0,48809,852328,0,-1,1,1,1,1,0,0
26388-1445883,2.0,26388,1445883,0,-1,0,0,1,1,1,-2
1292849-27063,3.0,1292849,27063,0,-1,0,-1,1,2,1,-2
39347-21681,2.0,39347,21681,0,-1,0,0,1,1,0,0
6268164-6274450,1.0,6268164,6274450,1,1,0,0,1,2,1,-2
6271623-6195269,1.0,6271623,6195269,0,-1,0,-1,1,1,0,0
1108255-1931,1.0,1108255,1931,0,-1,0,0,0,0,0,0
22892-1005312,0.0,22892,1005312,0,-1,0,0,1,1,0,0
2534552-22762,1.0,2534552,22762,0,0,0,0,0,0,0,0
6275681-6299662,3.0,6275681,6299662,0,-1,0,-1,1,1,1,-2
6275682-20315,3.0,6275682,20315,1,2,0,-1,0,0,0,0
6277443-223267,3.0,6277443,223267,1,-2,1,-2,1,1,1,-2
6273235-6328331,0.0,6273235,6328331,1,1,0,0,1,1,1,-2
28846-84994,1.0,28846,84994,1,2,1,-2,1,1,1,-2
6336039-54406,3.0,6336039,54406,1,1,0,0,1,1,0,0
6319575-6311341,1.0,6319575,6311341,0,-1,0,0,1,2,0,0
6264736-18856,2.0,6264736,18856,0,-1,0,0,1,1,0,0
20909-15441,0.0,20909,15441,1,2,0,0,1,1,1,-2
6199987-22533,1.0,6199987,22533,0,0,0,-1,1,1,0,0
166478-17665,2.0,166478,17665,0,0,0,-1,1,3,1,-2
6294102-816241,3.0,6294102,816241,1,4,0,0,1,2,0,0
6283938-6293222,1.0,6283938,6293222,0,-1,0,-1,1,1,1,-2
1912141-121503,2.0,1912141,121503,0,0,0,-1,1,1,1,-2
144466-6295728,2.0,144466,6295728,1,1,0,-1,1,1,0,0
12601-27777,2.0,12601,27777,0,-1,1,-2,1,1,1,-2
6307758-1402852,0.0,6307758,1402852,0,-1,0,0,1,1,1,-2
796093-6305421,3.0,796093,6305421,0,-1,0,-1,1,1,1,-2
1107869-2127895,1.0,1107869,2127895,0,0,0,0,0,0,0,0
10161-6269471,2.0,10161,6269471,1,1,1,-2,1,1,1,-2
6323129-6331770,3.0,6323129,6331770,0,-1,0,0,0,0,0,0
183245-4514909,3.0,183245,4514909,1,2,1,-2,1,1,1,-2
6337194-3504893,3.0,6337194,3504893,0,0,0,-1,1,1,0,0
24660-1093962,3.0,24660,1093962,1,1,0,-1,1,1,1,-2
6271-18187,2.0,6271,18187,1,2,0,0,1,1,1,-2
1174815-923885,3.0,1174815,923885,1,2,0,0,1,2,1,-2
144466-6292369,2.0,144466,6292369,1,3,0,-1,1,1,0,0
6331050-6344410,2.0,6331050,6344410,0,-1,0,0,0,-1,0,-1
6331563-882146,3.0,6331563,882146,1,1,0,0,0,0,0,0
6304402-6331058,3.0,6304402,6331058,0,-1,0,-1,0,0,1,-2
6199987-13761,2.0,6199987,13761,0,0,0,-1,1,1,1,-2
233044-5465102,0.0,233044,5465102,0,0,1,-2,0,0,0,0
6286741-6314331,1.0,6286741,6314331,0,-1,0,0,1,1,1,-2
6293495-6283606,3.0,6293495,6283606,0,0,0,0,1,1,1,-2
6328324-6277163,2.0,6328324,6277163,0,-1,1,-2,1,1,1,-2
1912141-6199987,2.0,1912141,6199987,0,0,0,-1,1,1,1,-2
6271860-81995,1.0,6271860,81995,0,-1,0,-1,1,1,1,-2
6272204-4336382,0.0,6272204,4336382,0,0,0,0,1,1,0,0
9171-40627,2.0,9171,40627,1,1,0,0,1,1,0,0
28589-4801004,0.0,28589,4801004,0,0,0,0,1,1,1,-2
6299102-1958639,0.0,6299102,1958639,0,-1,0,0,0,0,1,-2
6273989-17278,3.0,6273989,17278,0,-1,0,0,1,1,0,0
1430517-2181330,3.0,1430517,2181330,0,0,0,0,1,1,1,1
6269703-57905,2.0,6269703,57905,0,-1,0,0,1,1,1,-2
1891-151,0.0,1891,151,0,0,0,0,0,0,0,0
87146-2375825,0.0,87146,2375825,0,-1,1,-2,1,1,0,0
6292418-2244932,0.0,6292418,2244932,0,-1,0,0,1,1,1,-2
1054363-826636,1.0,1054363,826636,1,2,0,0,1,1,0,0
6273010-2451968,0.0,6273010,2451968,0,-1,0,-1,0,0,0,0
75952-2937254,0.0,75952,2937254,0,-1,0,0,1,1,0,0
124580-34444,0.0,124580,34444,1,2,0,0,1,1,1,-2
6285902-6288954,3.0,6285902,6288954,1,2,0,-1,1,1,0,0
324809-3753450,2.0,324809,3753450,0,-1,0,0,1,1,1,-2
1248933-6287435,1.0,1248933,6287435,1,4,0,0,1,1,0,0
51208-17527,0.0,51208,17527,0,0,0,0,1,1,1,-2
6270391-6289233,3.0,6270391,6289233,1,1,0,0,1,1,1,-2
36566-6288610,3.0,36566,6288610,1,1,0,0,0,0,1,-2
6269125-1255025,3.0,6269125,1255025,0,-1,0,0,1,1,0,0
6290340-612862,0.0,6290340,612862,0,0,0,0,1,1,1,-2
5344856-1438226,0.0,5344856,1438226,0,0,0,0,1,1,1,-2
6273660-6303447,1.0,6273660,6303447,0,-1,0,0,1,1,0,0
6327657-4710132,2.0,6327657,4710132,1,1,0,0,0,0,0,0
6333869-6333344,0.0,6333869,6333344,1,1,0,0,1,1,1,-2
1933064-3003459,1.0,1933064,3003459,0,-1,0,-1,0,-1,0,-1
25244-6191050,0.0,25244,6191050,0,-1,0,0,1,1,1,-2
6332700-5449092,2.0,6332700,5449092,0,-1,0,0,0,0,0,0
1234776-18955,2.0,1234776,18955,0,0,1,-2,1,1,1,-2
6305811-6297049,1.0,6305811,6297049,0,-1,0,0,0,0,0,0
268057-6296638,1.0,268057,6296638,0,0,0,-1,1,1,0,0
4405165-156927,3.0,4405165,156927,0,-1,1,-2,1,1,1,-2
111184-33245,2.0,111184,33245,0,-1,0,0,1,1,0,0
6283091-995317,0.0,6283091,995317,0,0,0,0,0,0,1,-2
1062871-3554984,2.0,1062871,3554984,1,1,1,-2,1,1,1,-2
6331537-6336417,1.0,6331537,6336417,0,0,0,0,1,1,0,0
2216520-18144,2.0,2216520,18144,1,2,0,0,1,1,1,-2
17597-2469044,2.0,17597,2469044,1,1,0,0,0,0,0,0
15431-1586177,0.0,15431,1586177,0,-1,0,0,1,1,0,0
88857-941112,3.0,88857,941112,1,4,0,0,1,1,1,-2
6287127-6305436,1.0,6287127,6305436,0,0,0,0,0,0,0,0
6275991-1255025,3.0,6275991,1255025,0,-1,0,0,1,1,0,0
6276018-1819603,0.0,6276018,1819603,0,-1,1,-2,1,1,1,-2
2215016-33901,2.0,2215016,33901,0,-1,0,-1,0,0,1,-2
110219-6323978,3.0,110219,6323978,1,1,0,0,1,2,0,0
6305906-6278835,3.0,6305906,6278835,1,1,0,0,1,1,1,-2
1793466-6333566,1.0,1793466,6333566,0,-1,0,0,0,0,0,0
1402852-28522,2.0,1402852,28522,0,0,0,0,1,1,1,-2
1125261-2130828,1.0,1125261,2130828,0,0,1,-2,1,1,0,0
6198231-1666598,0.0,6198231,1666598,0,-1,0,0,1,1,1,-2
6273256-6270606,3.0,6273256,6270606,0,-1,1,-2,1,1,1,-2
6311786-6334259,3.0,6311786,6334259,0,-1,0,0,0,0,0,0
1193859-20541,2.0,1193859,20541,1,2,0,0,1,2,1,-2
1112998-813652,1.0,1112998,813652,0,-1,1,-2,1,1,1,-2
6278637-51562,0.0,6278637,51562,0,0,0,-1,1,1,0,0
3033284-94513,1.0,3033284,94513,0,0,0,0,1,3,0,0
3554984-705516,0.0,3554984,705516,1,2,1,-2,1,1,1,-2
851213-71077,3.0,851213,71077,1,2,0,0,1,1,1,-2
3302997-2141439,3.0,3302997,2141439,0,-1,1,-2,1,1,0,0
1132991-6287881,1.0,1132991,6287881,1,1,0,0,1,1,0,0
6262239-814385,0.0,6262239,814385,0,0,1,-2,0,0,1,-2
41-7821,3.0,41,7821,0,0,0,0,0,0,0,0
36858-104327,3.0,36858,104327,1,6,0,0,1,1,1,-2
1048979-2206715,1.0,1048979,2206715,1,2,1,-2,1,1,0,0
6268997-6270887,2.0,6268997,6270887,0,0,0,-1,1,1,1,-2
6335493-6331731,3.0,6335493,6331731,0,-1,1,1,0,0,0,0
6274503-6275140,0.0,6274503,6275140,1,3,0,0,1,1,0,0
6269035-50820,0.0,6269035,50820,0,-1,0,0,1,1,1,-2
1213842-6302359,3.0,1213842,6302359,0,0,0,0,1,1,0,0
6326724-6271892,3.0,6326724,6271892,0,0,0,-1,0,0,0,0
6294953-6283091,0.0,6294953,6283091,0,0,0,0,0,0,1,-2
6286155-2341527,0.0,6286155,2341527,0,-1,0,-1,0,0,1,-2
6294339-29500,3.0,6294339,29500,1,3,0,0,1,2,1,-2
1341600-6297946,1.0,1341600,6297946,0,-1,0,-1,1,2,1,-2
19617-864266,0.0,19617,864266,0,0,0,-1,1,2,0,0
6283171-6291751,1.0,6283171,6291751,0,-1,0,0,1,1,1,-2
6312451-116034,0.0,6312451,116034,0,-1,0,0,1,1,1,-2
6289883-6298195,0.0,6289883,6298195,1,1,0,0,1,1,1,-2
6274106-140057,0.0,6274106,140057,0,-1,0,0,1,1,0,0
1147406-313097,2.0,1147406,313097,0,-1,1,-2,1,1,1,-2
6336549-3581774,0.0,6336549,3581774,0,-1,0,0,1,1,0,0
63471-18951,3.0,63471,18951,0,-1,0,0,0,0,0,0
48227-10861,3.0,48227,10861,1,2,0,-1,1,1,1,-2
